apl,LSDP|2016_LRS,LSDP|2019_EP,LSDP|2020_LRS,LSDP|2024_EP,LSDP|2024_LRS,LSDP|summary,TS-LKD|2016_LRS,TS-LKD|2019_EP,TS-LKD|2020_LRS,TS-LKD|2024_EP,TS-LKD|2024_LRS,TS-LKD|summary,LVŽS|2016_LRS,LVŽS|2019_EP,LVŽS|2020_LRS,LVŽS|2024_EP,LVŽS|2024_LRS,LVŽS|summary,LRP|2016_LRS,LRP|2019_EP,LRP|2020_LRS,LRP|2024_EP,LRP|2024_LRS,LRP|summary,LS|2016_LRS,LS|2019_EP,LS|2020_LRS,LS|2024_EP,LS|2024_LRS,LS|summary,DSVL|2016_LRS,DSVL|2019_EP,DSVL|2020_LRS,DSVL|2024_EP,DSVL|2024_LRS,DSVL|summary,LP|2016_LRS,LP|2019_EP,LP|2020_LRS,LP|2024_EP,LP|2024_LRS,LP|summary,LT|2016_LRS,LT|2019_EP,LT|2020_LRS,LT|2024_EP,LT|2024_LRS,LT|summary,LLRA-KŠS|2016_LRS,LLRA-KŠS|2019_EP,LLRA-KŠS|2020_LRS,LLRA-KŠS|2024_EP,LLRA-KŠS|2024_LRS,LLRA-KŠS|summary,DP|2016_LRS,DP|2019_EP,DP|2020_LRS,DP|2024_EP,DP|2024_LRS,DP|summary,TTS|2016_LRS,TTS|2019_EP,TTS|2020_LRS,TTS|2024_EP,TTS|2024_LRS,TTS|summary,NS|2016_LRS,NS|2019_EP,NS|2020_LRS,NS|2024_EP,NS|2024_LRS,NS|summary,LŽP|2016_LRS,LŽP|2019_EP,LŽP|2020_LRS,LŽP|2024_EP,LŽP|2024_LRS,LŽP|summary,LLP|2016_LRS,LLP|2019_EP,LLP|2020_LRS,LLP|2024_EP,LLP|2024_LRS,LLP|summary,TK|2016_LRS,TK|2019_EP,TK|2020_LRS,TK|2024_EP,TK|2024_LRS,TK|summary,NA|2016_LRS,NA|2019_EP,NA|2020_LRS,NA|2024_EP,NA|2024_LRS,NA|summary,TURNOUT|2016_LRS,TURNOUT|2019_EP,TURNOUT|2020_LRS,TURNOUT|2024_EP,TURNOUT|2024_LRS,TURNOUT|summary,VOTERS|2016_LRS,VOTERS|2019_EP,VOTERS|2020_LRS,VOTERS|2024_EP,VOTERS|2024_LRS,VOTERS|summary,lrecon|2016_LRS,lrecon|2019_EP,lrecon|2020_LRS,lrecon|2024_EP,lrecon|2024_LRS,lrecon|summary,galtan|2016_LRS,galtan|2019_EP,galtan|2020_LRS,galtan|2024_EP,galtan|2024_LRS,galtan|summary
56:30:dieveniškių,4.47,3.97,1.39,4.43,5.03,4.05,6.49,3.03,4.16,2.53,1.68,2.91,4.63,4.06,4.45,1.27,1.26,2.46,,1.25,1.01,0.0,0.42,0.52,3.94,0.96,1.04,0.63,1.68,1.34,,,,0.0,2.94,1.54,,,2.4,1.05,1.26,1.43,5.81,2.4,0.17,0.21,0.21,0.95,64.35,63.28,67.57,85.44,65.83,71.37,6.51,10.42,12.84,1.48,0.63,4.78,1.9,1.1,0.86,0.84,0.63,0.9,,0.0,0.52,0.63,0.63,0.51,0.75,1.1,0.32,0.21,0.21,0.4,0.17,,0.35,,4.19,2.49,,,,1.27,0.63,0.93,,,,,13.42,13.42,54.33,61.66,58.75,53.54,55.53,56.26,885.37,794.89,793.41,904.0,886.0,862.74,-0.14,-0.64,-0.73,-0.78,-0.72,-0.68,0.12,1.03,1.0,1.22,1.19,1.06
30:11:sporto,18.24,22.48,13.12,32.41,33.74,26.54,20.91,17.23,23.1,20.6,14.92,18.27,25.8,14.9,20.22,7.54,6.01,12.13,,1.8,5.66,4.27,1.78,3.01,6.95,3.86,5.66,3.02,5.46,4.99,,,,9.05,13.25,12.03,,,10.83,3.77,3.56,5.37,5.75,2.81,2.65,0.75,0.33,1.73,0.23,0.39,0.36,0.5,0.11,0.27,5.12,7.55,7.82,0.75,1.45,3.8,11.06,8.8,2.77,6.03,1.34,4.48,,3.08,2.29,3.77,2.12,2.62,2.49,1.95,0.84,4.27,1.0,1.8,0.76,,0.12,,0.89,0.67,,,,2.76,1.45,1.83,,,,,14.03,14.03,48.02,49.87,45.11,21.8,50.08,44.3,2189.02,2109.95,1953.0,1862.0,1851.0,1944.42,-0.01,-0.49,-0.53,-0.73,-0.62,-0.54,-0.13,0.01,-0.11,-0.04,0.33,0.1
30:14:ūdrijos,15.54,18.81,10.99,25.74,32.51,23.85,21.59,18.58,25.47,17.82,11.91,17.25,28.97,11.42,21.98,6.44,4.96,11.39,,2.16,4.83,10.4,2.23,4.31,8.29,4.16,4.56,5.45,4.47,4.97,,,,5.45,10.17,8.7,,,9.12,4.46,3.23,4.86,6.63,3.8,2.41,0.99,0.25,1.92,0.0,1.05,0.27,0.0,0.5,0.42,5.5,10.17,10.46,3.47,2.98,5.74,7.95,9.61,1.88,9.41,0.99,4.7,,2.83,1.88,0.99,1.74,1.81,3.21,0.88,1.07,1.98,1.24,1.47,0.27,,0.27,,2.98,1.9,,,,5.94,2.98,3.9,,,,,19.85,19.85,37.57,41.79,33.92,19.04,39.77,35.21,1318.83,1266.8,1203.0,1066.0,1051.0,1139.61,0.03,-0.43,-0.57,-0.66,-0.66,-0.54,-0.13,0.04,-0.01,-0.04,0.39,0.14
39:15:šerkšnėnų,13.17,17.14,6.44,32.2,21.2,19.49,21.69,10.76,16.34,4.24,7.37,10.1,25.35,18.75,37.13,12.71,16.59,20.56,,1.82,0.5,10.17,3.69,4.2,5.62,1.36,1.98,0.0,2.76,2.13,,,,5.08,8.29,7.21,,,8.42,3.39,3.69,4.7,17.72,5.98,0.5,2.54,0.46,3.2,0.0,0.89,0.0,1.69,0.0,0.46,6.01,10.41,11.39,2.54,5.07,6.51,7.1,9.48,4.46,19.49,1.84,7.36,,1.36,1.98,2.54,1.38,1.75,0.52,2.74,0.5,0.85,0.46,0.87,0.93,,0.0,,3.23,2.05,,,,2.54,5.07,4.22,,,,,23.96,23.96,47.62,46.46,47.07,28.01,51.99,45.16,476.63,470.98,461.0,432.0,427.0,444.6,0.03,-0.7,-0.68,-0.95,-0.69,-0.67,-0.07,0.19,0.35,0.04,0.67,0.35
38:17:tirkšlių,21.48,17.84,11.71,21.64,24.82,20.68,17.22,12.82,19.24,14.43,9.69,13.23,22.36,19.03,28.43,14.43,9.89,16.29,,2.86,2.87,7.96,2.93,3.8,7.13,2.93,4.66,4.23,4.74,4.57,,,,9.95,10.9,10.64,,,5.26,5.97,2.32,3.77,10.42,9.98,1.91,1.49,0.2,3.06,0.11,0.64,0.12,0.5,0.2,0.29,4.16,8.88,15.05,1.24,1.11,5.0,12.1,6.43,4.9,6.97,2.22,4.93,,2.1,0.84,1.24,0.5,0.96,2.16,2.99,1.67,1.99,0.61,1.51,0.71,,0.12,,2.22,1.5,,,,6.47,1.11,2.59,,,,,27.65,27.65,39.74,45.98,41.3,20.47,50.61,42.47,2253.48,2266.01,2087.0,1983.0,1982.0,2066.48,-0.03,-0.6,-0.69,-0.7,-0.67,-0.61,-0.17,0.24,0.13,0.17,0.58,0.32
58:5:ausieniškių,8.33,13.97,6.51,25.5,24.39,18.98,21.69,15.42,17.11,18.79,12.76,15.84,25.06,15.99,22.17,4.36,6.75,11.52,,3.52,2.41,8.72,2.06,3.88,10.08,8.43,14.7,4.7,10.13,9.45,,,,9.73,17.64,14.93,,,7.23,4.7,2.25,3.93,9.73,3.29,1.69,2.35,0.38,2.2,1.16,1.19,0.72,0.0,0.75,0.69,10.65,13.1,16.63,2.01,0.38,5.97,7.91,6.19,2.41,9.73,1.88,4.75,,0.62,2.89,3.69,3.0,2.76,1.73,3.48,1.2,2.68,1.88,2.17,0.37,,0.48,,3.38,2.29,,,,2.01,0.38,0.94,,,,,12.38,12.38,40.53,45.63,38.23,27.36,49.45,41.75,1513.56,1373.05,1117.0,1100.0,1092.0,1173.64,0.09,-0.27,-0.36,-0.63,-0.54,-0.44,-0.1,0.08,-0.02,0.0,0.42,0.17
64:7:višakiorūdos,19.63,23.04,9.72,28.7,26.67,22.89,15.51,19.07,22.22,22.22,12.73,17.71,27.86,7.85,12.5,3.7,9.09,10.02,,3.34,3.47,5.56,1.82,3.29,10.17,3.37,10.42,5.56,6.06,6.62,,,,3.7,10.3,7.84,,,4.86,1.85,0.0,1.67,8.71,3.66,2.08,0.93,0.0,1.96,0.0,0.98,0.69,0.0,0.0,0.29,5.73,9.99,23.61,1.85,4.85,8.45,7.63,10.03,3.47,6.48,1.82,5.01,,4.25,1.39,2.78,2.42,2.65,3.48,5.64,0.69,6.48,0.61,2.97,1.12,,0.0,,0.61,0.51,,,,9.26,4.85,6.49,,,,,23.03,23.03,49.14,59.42,47.9,30.66,48.75,46.65,391.73,367.76,334.0,362.0,359.0,359.69,-0.0,-0.49,-0.53,-0.64,-0.67,-0.55,-0.2,0.03,-0.05,-0.14,0.53,0.14
70:2:naujamiesčio,28.62,19.18,11.23,22.77,21.19,20.29,22.8,22.36,25.55,24.64,18.01,21.84,21.08,13.87,28.8,6.0,5.26,11.96,,2.9,4.87,3.11,0.97,2.52,5.19,4.46,4.43,4.35,6.51,5.25,,,,9.11,19.25,15.36,,,6.79,5.59,3.32,4.75,5.71,2.97,1.03,1.66,0.97,1.86,1.88,2.54,2.36,2.48,1.66,2.11,2.88,5.73,5.61,0.0,1.25,2.49,5.75,5.51,1.48,7.87,1.25,3.85,,3.38,3.4,2.9,3.32,3.24,3.02,2.98,1.33,4.14,1.66,2.49,0.65,,0.0,,2.35,1.49,,,,4.55,1.25,2.52,,,,,13.02,13.02,59.38,64.01,54.43,40.74,61.67,55.84,1467.46,1414.82,1310.0,1210.0,1200.0,1276.22,-0.04,-0.44,-0.65,-0.56,-0.52,-0.5,-0.2,0.11,0.14,0.06,0.49,0.22
54:17:šunskų,21.11,25.71,17.75,32.79,30.16,26.69,11.13,14.82,16.67,10.66,9.84,12.15,43.85,25.38,30.43,10.66,7.21,18.55,,2.4,3.26,3.28,4.26,3.55,3.37,0.26,1.81,0.82,3.28,2.15,,,,8.2,18.03,15.29,,,5.07,5.74,2.3,3.71,5.85,3.34,0.36,0.82,0.0,1.31,0.3,0.95,0.0,0.0,0.0,0.18,2.36,6.9,14.86,7.38,0.33,5.34,4.97,4.41,3.26,15.57,3.61,5.67,,1.11,1.09,0.0,1.97,1.3,2.83,5.22,2.17,3.28,0.33,2.16,1.64,,0.0,,1.97,1.4,,,,0.0,0.33,0.24,,,,,16.72,16.72,41.01,42.5,37.76,17.05,41.49,37.13,790.18,754.91,760.0,739.0,740.0,750.87,-0.18,-0.6,-0.83,-0.85,-0.78,-0.71,-0.07,0.05,0.12,-0.12,0.48,0.2
70:3:atgimimo,28.47,16.32,9.61,19.54,22.04,19.07,26.26,25.3,30.61,31.6,21.93,26.52,21.19,13.73,26.93,6.84,4.65,11.77,,3.04,3.8,4.72,1.44,2.97,5.94,6.1,4.25,2.28,3.99,4.14,,,,10.26,21.15,16.89,,,8.27,4.72,3.54,4.95,4.16,2.38,1.12,1.79,0.22,1.42,2.57,2.22,1.68,0.98,0.78,1.36,2.7,5.34,5.47,0.33,1.66,2.65,3.46,5.05,1.34,3.91,1.0,2.57,,4.5,1.79,3.58,1.77,2.69,2.72,1.76,1.9,4.4,1.66,2.44,0.11,,0.11,,1.33,0.82,,,,4.4,1.66,2.73,,,,,12.85,12.85,62.52,68.56,58.5,42.63,62.6,58.23,1791.17,1701.53,1576.0,1485.0,1476.0,1557.82,-0.0,-0.35,-0.61,-0.49,-0.55,-0.47,-0.2,0.15,0.09,0.15,0.47,0.22
63:32:liudvinavo,20.49,27.29,29.08,31.66,31.25,29.37,19.88,15.68,17.8,11.08,10.73,13.65,27.96,14.83,17.51,11.87,8.56,13.5,,3.9,2.97,4.22,7.2,5.19,5.43,3.09,3.86,1.85,3.26,3.27,,,,7.12,12.36,10.66,,,7.27,2.11,2.17,3.38,8.13,2.22,0.74,1.06,0.27,1.5,0.0,0.15,0.0,0.0,0.14,0.08,6.19,11.61,13.06,10.03,1.77,7.26,6.66,7.9,2.37,7.39,2.58,4.61,,2.63,1.04,3.43,1.63,2.05,1.92,2.24,0.74,3.43,1.22,1.76,1.32,,0.45,,1.36,1.1,,,,2.9,1.77,2.14,,,,,15.49,15.49,41.7,44.57,42.47,23.04,45.28,40.18,1671.81,1602.47,1653.0,1654.0,1663.0,1651.14,-0.05,-0.58,-0.85,-0.85,-0.75,-0.7,-0.1,-0.01,-0.25,0.06,0.43,0.12
62:9:kartupių,35.66,20.65,16.3,35.14,26.28,26.54,11.15,13.2,11.85,5.41,5.84,8.26,22.91,26.62,26.67,17.57,13.14,19.06,,3.5,11.85,25.68,14.6,14.95,1.32,2.78,7.41,0.0,2.92,2.91,,,,1.35,3.65,2.87,,,2.22,0.0,0.0,0.49,11.12,4.9,2.96,0.0,0.0,2.21,0.0,0.0,0.74,0.0,0.73,0.42,6.92,11.76,14.07,4.05,2.19,6.3,4.07,4.24,0.0,4.05,0.73,2.07,,0.71,0.74,1.35,2.19,1.51,1.17,3.41,1.48,0.0,0.73,1.11,3.94,,0.0,,2.92,2.32,,,,2.7,2.19,2.36,,,,,24.09,24.09,45.65,40.31,40.56,25.86,47.6,40.82,388.94,369.98,355.0,290.0,292.0,321.87,-0.22,-0.5,-0.65,-1.1,-0.81,-0.74,-0.18,0.19,0.01,0.12,0.65,0.3
50:19:jūžintų,25.95,20.38,14.67,29.37,42.14,29.84,13.41,14.25,14.33,11.89,11.43,12.67,28.72,15.6,19.0,12.59,6.07,13.21,,1.58,6.33,4.9,2.14,3.45,3.18,3.79,4.67,6.99,3.93,4.53,,,,5.59,6.07,5.92,,,8.33,7.69,3.93,5.92,5.71,8.81,3.67,0.0,0.0,2.59,0.0,0.04,0.67,0.0,0.0,0.13,14.83,17.84,15.33,4.2,1.07,8.17,3.93,4.19,3.67,7.69,1.43,3.65,,1.6,1.33,2.8,2.86,2.32,1.79,1.54,2.33,4.2,1.07,2.01,0.66,,0.0,,1.79,1.13,,,,2.1,1.07,1.4,,,,,16.07,16.07,44.99,49.65,45.61,23.97,47.52,42.97,749.65,718.5,706.0,609.0,604.0,655.02,-0.16,-0.42,-0.59,-0.72,-0.7,-0.59,-0.12,0.1,-0.04,-0.05,0.27,0.09
48:8:nausėdžių,7.04,15.26,7.59,19.54,22.63,16.96,13.14,11.34,17.93,11.49,11.68,12.77,43.42,22.93,22.07,21.84,10.95,19.79,,6.88,12.41,6.9,1.46,5.71,5.54,1.98,4.14,3.45,2.92,3.32,,,,13.79,16.79,15.67,,,4.14,2.3,3.65,3.37,5.53,1.94,0.69,0.0,0.0,0.88,0.0,0.61,0.0,0.0,0.0,0.09,20.44,13.83,14.48,2.3,0.73,7.07,2.78,8.71,6.9,9.2,1.46,5.32,,2.55,3.45,3.45,1.46,2.49,1.38,8.09,2.07,3.45,4.38,4.1,0.0,,0.0,,4.38,2.61,,,,2.3,0.73,1.31,,,,,17.52,17.52,42.92,50.47,43.86,30.17,47.96,43.31,355.11,332.88,342.0,295.0,294.0,313.45,-0.08,-0.37,-0.65,-0.82,-0.7,-0.62,0.05,0.17,0.25,0.34,0.54,0.35
35:19:kulių,14.3,19.23,8.74,29.46,22.17,20.1,14.96,10.09,14.25,9.96,6.4,9.74,37.89,20.7,29.89,21.99,17.91,22.93,,1.38,2.99,6.22,1.71,2.87,9.45,5.94,12.64,3.32,5.76,6.86,,,,2.9,9.17,7.13,,,5.06,2.07,2.35,2.91,8.46,5.69,0.46,0.41,0.21,1.74,0.22,0.46,0.46,0.83,0.21,0.41,3.3,11.08,13.56,0.41,3.62,5.79,5.5,4.62,2.99,10.79,2.35,4.68,,2.29,1.84,2.07,1.49,1.8,2.41,5.04,2.53,3.73,2.99,3.28,1.11,,0.0,,2.35,1.56,,,,5.39,3.62,4.19,,,,,21.32,21.32,48.43,50.05,51.89,29.59,58.0,49.48,973.96,918.75,875.0,828.0,812.0,854.75,-0.04,-0.53,-0.51,-0.88,-0.69,-0.62,-0.11,0.17,0.08,0.19,0.6,0.31
67:17:jiezno,28.98,16.3,8.81,34.86,27.0,24.29,17.81,20.53,20.96,14.81,12.63,16.17,24.7,17.11,20.29,6.1,5.52,11.61,,12.19,20.33,10.68,16.98,15.28,3.16,4.03,2.94,2.4,4.06,3.41,,,,5.66,6.68,6.29,,,4.3,4.79,2.03,3.36,11.83,5.51,3.55,0.22,0.15,2.59,0.27,0.21,1.01,1.31,0.29,0.63,2.02,7.22,9.6,1.74,1.02,3.65,5.09,4.66,1.62,8.5,3.19,4.51,,2.61,1.33,2.4,3.34,2.61,1.42,1.92,1.22,3.05,0.87,1.63,0.62,,0.51,,2.03,1.41,,,,1.96,1.02,1.38,,,,,14.22,14.22,49.91,50.51,47.09,32.98,50.14,45.76,814.66,805.73,764.72,1416.0,1404.0,1156.72,-0.12,-0.37,-0.56,-0.8,-0.63,-0.57,-0.18,0.2,0.16,-0.14,0.43,0.16
67:21:ašmintos,21.21,20.55,13.93,31.03,26.09,23.63,15.7,9.28,13.43,8.62,5.98,9.28,30.73,16.62,28.86,17.24,15.76,19.89,,8.85,8.46,5.17,2.72,5.5,1.92,3.28,3.48,3.45,4.35,3.61,,,,3.45,11.96,8.83,,,5.97,3.45,0.54,2.64,10.32,11.02,7.46,1.72,0.54,4.61,0.05,0.02,0.0,0.0,0.0,0.01,2.95,13.6,7.46,1.72,5.43,6.11,3.06,5.51,2.99,6.03,2.72,3.95,,0.99,0.0,5.17,0.54,1.58,2.45,2.66,0.0,5.17,2.72,2.72,0.46,,0.5,,2.17,1.45,,,,6.03,5.43,5.65,,,,,18.48,18.48,44.33,49.68,42.16,26.65,43.12,40.68,583.22,533.68,491.0,439.0,436.0,475.79,-0.13,-0.51,-0.61,-0.82,-0.8,-0.66,-0.1,0.1,0.08,0.12,0.56,0.25
51:23:biliakiemio,18.22,20.66,16.36,19.57,25.29,21.4,31.82,22.51,31.23,26.09,21.22,24.86,21.15,8.95,15.24,4.35,3.2,7.79,,1.54,2.97,2.72,0.58,1.62,11.19,5.45,6.69,3.26,5.52,5.73,,,,10.33,14.24,12.92,,,6.32,6.52,4.36,5.34,3.42,4.0,1.12,0.54,0.29,1.36,0.01,0.29,0.0,0.54,0.58,0.39,2.02,10.84,9.29,1.09,1.45,4.17,5.12,5.25,1.86,9.24,1.45,4.02,,2.57,2.6,3.8,3.49,3.24,3.36,3.46,2.23,5.98,1.45,2.98,2.24,,0.37,,2.33,1.85,,,,2.17,1.45,1.69,,,,,14.53,14.53,49.52,58.77,42.53,29.73,55.21,48.27,696.62,682.11,649.0,639.0,643.0,654.31,0.13,-0.44,-0.67,-0.53,-0.48,-0.46,-0.16,0.12,-0.12,0.07,0.41,0.16
35:24:nausodžio,12.93,15.38,7.52,25.95,20.07,17.63,20.41,19.56,21.95,15.41,14.06,17.03,31.96,17.48,23.76,14.86,7.21,15.08,,1.65,2.71,2.43,0.96,1.69,10.04,6.97,13.08,5.95,14.78,11.36,,,,4.05,9.38,7.78,,,6.32,5.95,1.68,3.72,9.24,5.3,4.96,1.08,0.24,2.72,0.02,0.81,0.45,0.27,0.12,0.3,1.98,8.83,7.82,3.24,1.92,4.21,7.91,5.36,2.41,10.0,1.2,4.16,,1.94,0.9,1.62,1.2,1.34,2.18,3.32,1.95,2.43,0.72,1.75,1.1,,0.15,,1.92,1.36,,,,5.14,1.92,2.89,,,,,24.52,24.52,43.77,48.13,44.87,24.25,53.3,45.09,1619.76,1614.26,1560.0,1571.0,1591.0,1587.91,0.04,-0.34,-0.38,-0.69,-0.36,-0.38,-0.12,0.18,-0.05,0.11,0.43,0.21
67:33:pieštuvėnų,29.73,15.93,25.27,35.54,38.39,32.19,14.11,18.56,15.59,14.88,12.32,14.35,20.82,15.29,12.37,8.26,2.84,8.39,,9.0,22.58,15.7,16.59,16.4,2.45,1.73,2.15,1.65,0.95,1.5,,,,0.83,2.84,2.12,,,1.61,1.65,3.79,2.74,20.61,10.08,4.3,0.0,0.0,3.32,0.59,0.01,0.54,0.0,0.47,0.32,1.34,9.04,9.68,1.65,1.42,3.78,2.54,4.57,0.54,7.44,2.37,3.53,,5.03,0.54,0.83,0.47,1.18,2.38,3.91,1.61,1.65,1.42,1.88,1.8,,0.0,,1.9,1.41,,,,7.44,1.42,3.57,,,,,14.22,14.22,35.01,42.61,43.55,32.66,55.19,45.18,475.93,444.87,434.0,395.0,395.0,412.95,-0.13,-0.37,-0.76,-0.89,-0.71,-0.68,-0.25,0.23,-0.12,-0.12,0.21,0.05
58:6:balceriškių,11.15,13.86,6.65,16.82,18.24,14.88,14.06,11.63,13.99,14.33,9.64,11.97,23.21,18.26,21.56,10.59,7.92,13.47,,2.88,2.75,6.85,1.72,3.26,13.32,8.21,17.89,2.49,6.54,8.28,,,,14.95,21.51,19.25,,,8.72,4.05,2.93,4.41,11.1,3.5,0.92,0.93,0.52,2.02,4.78,4.3,3.44,4.98,4.3,4.35,10.3,12.17,12.84,3.12,2.24,6.27,5.54,6.01,2.98,5.92,2.93,4.26,,2.81,2.29,5.92,3.1,3.56,1.89,1.63,2.06,1.87,1.38,1.67,1.89,,1.38,,4.99,3.7,,,,5.92,2.24,3.51,,,,,12.05,12.05,38.19,44.19,34.87,25.0,44.94,38.54,1878.28,1843.05,1279.0,1308.0,1315.0,1436.91,0.06,-0.36,-0.27,-0.7,-0.63,-0.49,-0.19,0.27,-0.09,0.36,0.59,0.32
69:6:marcinkonių,29.46,21.45,10.62,27.91,32.5,25.71,20.91,21.42,23.17,23.59,15.56,20.26,17.78,9.88,16.55,4.65,4.44,8.42,,2.19,3.06,3.99,1.67,2.65,9.73,5.78,8.95,6.31,9.17,7.86,,,,5.32,11.39,8.75,,,4.86,6.31,3.61,4.8,8.29,6.75,5.31,1.99,0.56,3.36,0.73,0.63,0.0,1.0,0.56,0.61,6.99,9.0,10.48,4.32,0.83,5.15,2.46,4.41,1.8,5.32,1.39,3.07,,2.53,10.89,3.32,0.83,3.58,1.19,3.29,0.94,3.65,1.67,2.3,1.71,,0.0,,1.67,1.21,,,,1.0,0.83,0.9,,,,,14.17,14.17,55.95,76.68,55.54,47.68,58.23,58.09,600.79,528.44,533.71,646.0,632.0,599.67,-0.0,-0.37,-0.47,-0.56,-0.5,-0.45,-0.27,-0.0,0.05,-0.02,0.25,0.07
12:202:mokyklos,11.05,11.09,7.0,7.63,10.71,9.46,38.2,36.09,44.29,38.1,35.82,38.04,11.36,6.0,9.86,4.82,4.81,6.39,,1.6,1.9,1.32,0.51,1.14,17.45,9.5,8.03,6.6,10.67,9.67,,,,4.3,7.85,6.53,,,14.16,13.88,7.24,10.71,6.34,5.13,1.48,1.84,0.98,2.29,4.15,3.92,3.23,3.84,3.08,3.48,1.89,3.5,2.36,0.46,1.41,1.7,2.92,2.53,0.68,2.12,0.58,1.41,,4.73,3.31,6.02,5.46,5.07,2.42,2.45,1.52,6.2,2.13,3.0,0.78,,0.15,,1.88,1.26,,,,2.41,1.41,1.78,,,,,6.87,6.87,57.13,65.88,62.66,42.46,67.82,60.13,4225.85,4211.05,4261.0,4136.0,4121.0,4170.14,0.32,-0.05,-0.37,-0.16,-0.02,-0.09,-0.26,0.08,-0.2,0.22,0.42,0.16
53:14:levaniškių,15.25,19.57,9.5,23.93,25.12,20.7,30.72,18.45,28.49,26.5,15.27,21.54,14.13,12.97,20.67,10.26,3.45,9.94,,6.08,2.23,7.69,5.42,5.48,6.55,2.96,3.35,0.85,2.96,2.9,,,,5.98,9.85,8.53,,,2.79,1.71,4.43,3.35,2.65,3.84,1.68,1.71,0.99,1.81,0.89,0.47,1.12,0.0,0.0,0.33,22.41,8.62,20.11,8.55,4.43,9.99,4.52,6.01,3.35,2.56,3.45,3.71,,2.38,1.68,7.69,10.34,6.96,1.5,3.95,2.23,1.71,2.96,2.6,1.3,,1.12,,0.99,1.06,,,,0.85,4.43,3.21,,,,,10.34,10.34,55.02,57.0,50.0,34.21,62.28,53.09,408.53,388.41,368.0,342.0,334.0,355.52,0.09,-0.47,-0.71,-0.61,-0.59,-0.54,-0.05,0.01,0.18,0.29,0.44,0.26
53:16:mindūnų,17.6,14.16,12.78,20.74,25.47,19.74,25.14,26.71,29.52,25.53,18.87,24.11,16.32,14.5,18.94,4.26,4.72,9.35,,3.29,2.2,6.91,5.66,5.01,10.52,3.28,4.85,6.91,8.96,6.96,,,,2.13,5.66,4.08,,,10.57,12.23,5.19,8.81,5.68,4.7,1.32,2.66,0.94,2.43,0.01,0.35,0.44,0.0,0.47,0.29,12.83,8.76,10.13,1.06,1.42,4.78,4.42,7.54,2.2,1.6,0.94,2.65,,3.59,0.44,4.26,0.94,2.28,3.52,5.08,3.08,6.38,4.72,4.87,0.44,,0.88,,1.42,1.14,,,,5.32,1.42,3.16,,,,,14.62,14.62,50.42,66.64,52.82,46.67,54.52,53.76,477.24,448.87,443.0,405.0,398.0,421.37,0.12,-0.26,-0.58,-0.34,-0.35,-0.33,-0.21,0.15,-0.11,-0.07,0.23,0.05
53:17:siesarties,18.19,16.85,9.36,17.82,25.23,19.05,22.48,20.74,26.69,22.46,21.4,22.5,20.49,14.71,21.14,6.91,4.29,10.76,,2.85,3.81,8.32,4.16,4.84,9.71,5.2,4.6,4.86,6.14,5.79,,,,6.26,9.78,8.5,,,8.93,7.88,2.38,5.39,4.3,3.94,2.2,1.94,0.46,1.96,0.33,0.36,0.18,0.43,0.2,0.28,10.39,9.07,12.17,0.97,3.24,5.81,7.31,5.47,2.18,5.51,0.79,3.35,,4.04,2.07,5.94,2.84,3.63,3.6,4.49,3.14,6.48,3.63,4.29,0.84,,0.05,,1.98,1.31,,,,2.92,3.24,3.12,,,,,13.47,13.47,50.96,56.24,46.77,31.68,52.27,47.48,2053.12,2249.7,2106.19,2992.0,2977.0,2636.82,0.06,-0.36,-0.56,-0.46,-0.49,-0.42,-0.19,0.1,0.01,0.1,0.37,0.16
30:4:amatučio,13.82,20.49,9.96,20.71,27.21,20.71,16.08,15.54,18.86,17.93,13.89,15.93,25.39,11.82,17.37,9.34,7.58,11.96,,2.31,4.98,4.8,2.41,3.35,6.31,5.45,5.4,5.05,6.08,5.71,,,,4.29,10.91,8.93,,,11.65,7.07,4.02,6.54,7.48,3.31,1.38,0.25,0.8,1.83,0.79,0.72,0.64,1.52,0.46,0.74,8.12,8.02,20.55,2.27,2.3,7.0,15.0,10.44,1.27,11.62,1.61,5.89,,2.79,1.91,3.79,1.26,2.13,3.34,2.25,1.91,3.54,1.72,2.3,1.07,,0.11,,2.3,1.55,,,,4.55,2.3,2.97,,,,,17.45,17.45,42.9,45.62,41.2,20.85,45.96,40.47,2492.49,1963.29,2425.0,1952.0,1945.0,2086.12,-0.03,-0.49,-0.48,-0.59,-0.55,-0.49,-0.1,0.05,-0.09,0.14,0.4,0.17
39:18:sablauskių,26.57,31.91,14.37,38.3,35.19,30.62,8.45,7.21,6.32,4.26,6.17,6.16,41.06,30.55,43.1,38.3,32.72,36.2,,0.63,2.87,3.19,0.0,1.4,4.32,0.23,2.87,3.19,1.85,2.28,,,,1.06,2.47,1.98,,,2.87,0.0,1.85,1.62,6.16,3.02,0.57,0.0,1.85,1.77,0.0,2.92,0.57,0.0,0.62,0.77,5.35,12.19,17.82,3.19,1.85,6.99,5.0,1.9,0.57,3.19,0.0,1.44,,0.71,3.45,0.0,1.23,1.34,1.77,4.84,1.72,0.0,3.09,2.36,0.58,,0.0,,2.47,1.5,,,,1.06,1.85,1.58,,,,,8.64,8.64,44.59,49.94,51.27,28.31,50.46,45.62,387.92,355.71,355.0,332.0,323.0,341.16,-0.22,-0.66,-0.78,-1.09,-0.85,-0.8,-0.12,0.03,0.33,0.4,0.6,0.36
